message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,subject_original_tokens,subject_salted_tokens,body_original_tokens,body_salted_tokens
00160.66e11a17d619ce33d5a455a87015ee25,00160__salted__extended__cp200C__single.66e11a17d619ce33d5a455a87015ee25,extended,200C,single,,,,"receive, receive","re‌ceive, re‌ceive"
00160.66e11a17d619ce33d5a455a87015ee25,00160__salted__extended__cp200D__single.66e11a17d619ce33d5a455a87015ee25,extended,200D,single,,,,"receive, receive","re‍ceive, re‍ceive"
00160.66e11a17d619ce33d5a455a87015ee25,00160__salted__extended__cp00AD__single.66e11a17d619ce33d5a455a87015ee25,extended,00AD,single,,,,"receive, receive","re­ceive, re­ceive"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__extended__cp200B__single.cec5f611ae665ff0add6c4928d47f2be,extended,200B,single,,HGH,HG​H,"HGH, NBC, CBS","HG​H, NB​C, CB​S"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__extended__cp200C__single.cec5f611ae665ff0add6c4928d47f2be,extended,200C,single,,HGH,HG‌H,"HGH, NBC, CBS","HG‌H, NB‌C, CB‌S"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__extended__cp200D__single.cec5f611ae665ff0add6c4928d47f2be,extended,200D,single,,HGH,HG‍H,"HGH, NBC, CBS","HG‍H, NB‍C, CB‍S"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__extended__cp00AD__single.cec5f611ae665ff0add6c4928d47f2be,extended,00AD,single,,HGH,HG­H,"HGH, NBC, CBS","HG­H, NB­C, CB­S"
00161.ae33257753c9bdaaadc9221347868496,00161__salted__extended__cp200B__single.ae33257753c9bdaaadc9221347868496,extended,200B,single,,inkjet,in​kjet,,
00161.ae33257753c9bdaaadc9221347868496,00161__salted__extended__cp200C__single.ae33257753c9bdaaadc9221347868496,extended,200C,single,,inkjet,in‌kjet,,
00161.ae33257753c9bdaaadc9221347868496,00161__salted__extended__cp200D__single.ae33257753c9bdaaadc9221347868496,extended,200D,single,,inkjet,in‍kjet,,
00161.ae33257753c9bdaaadc9221347868496,00161__salted__extended__cp00AD__single.ae33257753c9bdaaadc9221347868496,extended,00AD,single,,inkjet,in­kjet,,
00162.b5ae5521352c9bba7bf635c1766d4a75,00162__salted__extended__cp200B__single.b5ae5521352c9bba7bf635c1766d4a75,extended,200B,single,,,,"promotion, click","pr​omotion, cl​ick"
00162.b5ae5521352c9bba7bf635c1766d4a75,00162__salted__extended__cp200C__single.b5ae5521352c9bba7bf635c1766d4a75,extended,200C,single,,,,"promotion, click","pr‌omotion, cl‌ick"
00162.b5ae5521352c9bba7bf635c1766d4a75,00162__salted__extended__cp200D__single.b5ae5521352c9bba7bf635c1766d4a75,extended,200D,single,,,,"promotion, click","pr‍omotion, cl‍ick"
00162.b5ae5521352c9bba7bf635c1766d4a75,00162__salted__extended__cp00AD__single.b5ae5521352c9bba7bf635c1766d4a75,extended,00AD,single,,,,"promotion, click","pr­omotion, cl­ick"
00163.244a217b150d2129cbdc52b96d992382,00163__salted__extended__cp200B__single.244a217b150d2129cbdc52b96d992382,extended,200B,single,,,,"btamail, btamail, guaranteed","bt​amail, bt​amail, gu​aranteed"
00163.244a217b150d2129cbdc52b96d992382,00163__salted__extended__cp200C__single.244a217b150d2129cbdc52b96d992382,extended,200C,single,,,,"btamail, btamail, guaranteed","bt‌amail, bt‌amail, gu‌aranteed"
00163.244a217b150d2129cbdc52b96d992382,00163__salted__extended__cp200D__single.244a217b150d2129cbdc52b96d992382,extended,200D,single,,,,"btamail, btamail, guaranteed","bt‍amail, bt‍amail, gu‍aranteed"
00163.244a217b150d2129cbdc52b96d992382,00163__salted__extended__cp00AD__single.244a217b150d2129cbdc52b96d992382,extended,00AD,single,,,,"btamail, btamail, guaranteed","bt­amail, bt­amail, gu­aranteed"
00163.2ceade6f8b0c1c342f5f95d57ac551f5,00163__salted__extended__cp200B__single.2ceade6f8b0c1c342f5f95d57ac551f5,extended,200B,single,,,,"receive, receive","re​ceive, re​ceive"
00163.2ceade6f8b0c1c342f5f95d57ac551f5,00163__salted__extended__cp200C__single.2ceade6f8b0c1c342f5f95d57ac551f5,extended,200C,single,,,,"receive, receive","re‌ceive, re‌ceive"
00163.2ceade6f8b0c1c342f5f95d57ac551f5,00163__salted__extended__cp200D__single.2ceade6f8b0c1c342f5f95d57ac551f5,extended,200D,single,,,,"receive, receive","re‍ceive, re‍ceive"
00163.2ceade6f8b0c1c342f5f95d57ac551f5,00163__salted__extended__cp00AD__single.2ceade6f8b0c1c342f5f95d57ac551f5,extended,00AD,single,,,,"receive, receive","re­ceive, re­ceive"
00164.272880ebd1f1f93cf0cd9800842a24bd,00164__salted__extended__cp200B__single.272880ebd1f1f93cf0cd9800842a24bd,extended,200B,single,,,,"Toll, receive","To​ll, re​ceive"
00164.272880ebd1f1f93cf0cd9800842a24bd,00164__salted__extended__cp200C__single.272880ebd1f1f93cf0cd9800842a24bd,extended,200C,single,,,,"Toll, receive","To‌ll, re‌ceive"
00164.272880ebd1f1f93cf0cd9800842a24bd,00164__salted__extended__cp200D__single.272880ebd1f1f93cf0cd9800842a24bd,extended,200D,single,,,,"Toll, receive","To‍ll, re‍ceive"
00164.272880ebd1f1f93cf0cd9800842a24bd,00164__salted__extended__cp00AD__single.272880ebd1f1f93cf0cd9800842a24bd,extended,00AD,single,,,,"Toll, receive","To­ll, re­ceive"
00165.3a37220d69b5b8332ee4270f0121dfe9,00165__salted__extended__cp200B__single.3a37220d69b5b8332ee4270f0121dfe9,extended,200B,single,,,,"receive, receive","re​ceive, re​ceive"
00165.3a37220d69b5b8332ee4270f0121dfe9,00165__salted__extended__cp200C__single.3a37220d69b5b8332ee4270f0121dfe9,extended,200C,single,,,,"receive, receive","re‌ceive, re‌ceive"
00165.3a37220d69b5b8332ee4270f0121dfe9,00165__salted__extended__cp200D__single.3a37220d69b5b8332ee4270f0121dfe9,extended,200D,single,,,,"receive, receive","re‍ceive, re‍ceive"
00165.3a37220d69b5b8332ee4270f0121dfe9,00165__salted__extended__cp00AD__single.3a37220d69b5b8332ee4270f0121dfe9,extended,00AD,single,,,,"receive, receive","re­ceive, re­ceive"
00166.806d5398d7a37c080641a2d62e2d2b94,00166__salted__extended__cp200B__single.806d5398d7a37c080641a2d62e2d2b94,extended,200B,single,,earn,ea​rn,,
00166.806d5398d7a37c080641a2d62e2d2b94,00166__salted__extended__cp200C__single.806d5398d7a37c080641a2d62e2d2b94,extended,200C,single,,earn,ea‌rn,,
00166.806d5398d7a37c080641a2d62e2d2b94,00166__salted__extended__cp200D__single.806d5398d7a37c080641a2d62e2d2b94,extended,200D,single,,earn,ea‍rn,,
00166.806d5398d7a37c080641a2d62e2d2b94,00166__salted__extended__cp00AD__single.806d5398d7a37c080641a2d62e2d2b94,extended,00AD,single,,earn,ea­rn,,
00168.a9dd80bb0934b67fd00b4f0a99966369,00168__salted__extended__cp200B__single.a9dd80bb0934b67fd00b4f0a99966369,extended,200B,single,,,,"Click, click, click","Cl​ick, cl​ick, cl​ick"
00168.a9dd80bb0934b67fd00b4f0a99966369,00168__salted__extended__cp200C__single.a9dd80bb0934b67fd00b4f0a99966369,extended,200C,single,,,,"Click, click, click","Cl‌ick, cl‌ick, cl‌ick"
00168.a9dd80bb0934b67fd00b4f0a99966369,00168__salted__extended__cp200D__single.a9dd80bb0934b67fd00b4f0a99966369,extended,200D,single,,,,"Click, click, click","Cl‍ick, cl‍ick, cl‍ick"
00168.a9dd80bb0934b67fd00b4f0a99966369,00168__salted__extended__cp00AD__single.a9dd80bb0934b67fd00b4f0a99966369,extended,00AD,single,,,,"Click, click, click","Cl­ick, cl­ick, cl­ick"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__extended__cp200B__single.86268e75abd1bd4bda4d6c129681df34,extended,200B,single,,,,"earn, Removal, mailings","ea​rn, Re​moval, ma​ilings"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__extended__cp200C__single.86268e75abd1bd4bda4d6c129681df34,extended,200C,single,,,,"earn, Removal, mailings","ea‌rn, Re‌moval, ma‌ilings"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__extended__cp200D__single.86268e75abd1bd4bda4d6c129681df34,extended,200D,single,,,,"earn, Removal, mailings","ea‍rn, Re‍moval, ma‍ilings"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__extended__cp00AD__single.86268e75abd1bd4bda4d6c129681df34,extended,00AD,single,,,,"earn, Removal, mailings","ea­rn, Re­moval, ma­ilings"
00169.86721d6b50e889ed39c7d302adb2a5ab,00169__salted__extended__cp200B__single.86721d6b50e889ed39c7d302adb2a5ab,extended,200B,single,,Attn,At​tn,"resell, GUARANTEED, GUARANTEED","re​sell, GU​ARANTEED, GU​ARANTEED"
00169.86721d6b50e889ed39c7d302adb2a5ab,00169__salted__extended__cp200C__single.86721d6b50e889ed39c7d302adb2a5ab,extended,200C,single,,Attn,At‌tn,"resell, GUARANTEED, GUARANTEED","re‌sell, GU‌ARANTEED, GU‌ARANTEED"
00169.86721d6b50e889ed39c7d302adb2a5ab,00169__salted__extended__cp200D__single.86721d6b50e889ed39c7d302adb2a5ab,extended,200D,single,,Attn,At‍tn,"resell, GUARANTEED, GUARANTEED","re‍sell, GU‍ARANTEED, GU‍ARANTEED"
00169.86721d6b50e889ed39c7d302adb2a5ab,00169__salted__extended__cp00AD__single.86721d6b50e889ed39c7d302adb2a5ab,extended,00AD,single,,Attn,At­tn,"resell, GUARANTEED, GUARANTEED","re­sell, GU­ARANTEED, GU­ARANTEED"
00170.33a973aa9bb7d122bdfbd96d44332996,00170__salted__extended__cp200B__single.33a973aa9bb7d122bdfbd96d44332996,extended,200B,single,,ADV,AD​V,,
00170.33a973aa9bb7d122bdfbd96d44332996,00170__salted__extended__cp200C__single.33a973aa9bb7d122bdfbd96d44332996,extended,200C,single,,ADV,AD‌V,,
00170.33a973aa9bb7d122bdfbd96d44332996,00170__salted__extended__cp200D__single.33a973aa9bb7d122bdfbd96d44332996,extended,200D,single,,ADV,AD‍V,,
00170.33a973aa9bb7d122bdfbd96d44332996,00170__salted__extended__cp00AD__single.33a973aa9bb7d122bdfbd96d44332996,extended,00AD,single,,ADV,AD­V,,
00170.5e4c7668564952d8bfbf106d32fa9e5e,00170__salted__extended__cp200B__single.5e4c7668564952d8bfbf106d32fa9e5e,extended,200B,single,,,,"affordable, monthly, receive","af​fordable, mo​nthly, re​ceive"
00170.5e4c7668564952d8bfbf106d32fa9e5e,00170__salted__extended__cp200C__single.5e4c7668564952d8bfbf106d32fa9e5e,extended,200C,single,,,,"affordable, monthly, receive","af‌fordable, mo‌nthly, re‌ceive"
00170.5e4c7668564952d8bfbf106d32fa9e5e,00170__salted__extended__cp200D__single.5e4c7668564952d8bfbf106d32fa9e5e,extended,200D,single,,,,"affordable, monthly, receive","af‍fordable, mo‍nthly, re‍ceive"
00170.5e4c7668564952d8bfbf106d32fa9e5e,00170__salted__extended__cp00AD__single.5e4c7668564952d8bfbf106d32fa9e5e,extended,00AD,single,,,,"affordable, monthly, receive","af­fordable, mo­nthly, re­ceive"
00171.08c5c55e9c2b4062344655e9ee32b979,00171__salted__extended__cp200B__single.08c5c55e9c2b4062344655e9ee32b979,extended,200B,single,,ADV,AD​V,,
00171.08c5c55e9c2b4062344655e9ee32b979,00171__salted__extended__cp200C__single.08c5c55e9c2b4062344655e9ee32b979,extended,200C,single,,ADV,AD‌V,,
00171.08c5c55e9c2b4062344655e9ee32b979,00171__salted__extended__cp200D__single.08c5c55e9c2b4062344655e9ee32b979,extended,200D,single,,ADV,AD‍V,,
00171.08c5c55e9c2b4062344655e9ee32b979,00171__salted__extended__cp00AD__single.08c5c55e9c2b4062344655e9ee32b979,extended,00AD,single,,ADV,AD­V,,
00172.0935a6d0aef9a3d6d64e07e3f6c453ec,00172__salted__extended__cp200B__single.0935a6d0aef9a3d6d64e07e3f6c453ec,extended,200B,single,,,,communication,co​mmunication
00172.0935a6d0aef9a3d6d64e07e3f6c453ec,00172__salted__extended__cp200C__single.0935a6d0aef9a3d6d64e07e3f6c453ec,extended,200C,single,,,,communication,co‌mmunication
00172.0935a6d0aef9a3d6d64e07e3f6c453ec,00172__salted__extended__cp200D__single.0935a6d0aef9a3d6d64e07e3f6c453ec,extended,200D,single,,,,communication,co‍mmunication
00172.0935a6d0aef9a3d6d64e07e3f6c453ec,00172__salted__extended__cp00AD__single.0935a6d0aef9a3d6d64e07e3f6c453ec,extended,00AD,single,,,,communication,co­mmunication
00172.7fe063c5f90c46934dc79a83d9fdabfe,00172__salted__extended__cp200B__single.7fe063c5f90c46934dc79a83d9fdabfe,extended,200B,single,,Attn,At​tn,,
00172.7fe063c5f90c46934dc79a83d9fdabfe,00172__salted__extended__cp200C__single.7fe063c5f90c46934dc79a83d9fdabfe,extended,200C,single,,Attn,At‌tn,,
00172.7fe063c5f90c46934dc79a83d9fdabfe,00172__salted__extended__cp200D__single.7fe063c5f90c46934dc79a83d9fdabfe,extended,200D,single,,Attn,At‍tn,,
00172.7fe063c5f90c46934dc79a83d9fdabfe,00172__salted__extended__cp00AD__single.7fe063c5f90c46934dc79a83d9fdabfe,extended,00AD,single,,Attn,At­tn,,
00173.6f5baeeaeb9b1c1ac4b9527e948828db,00173__salted__extended__cp200B__single.6f5baeeaeb9b1c1ac4b9527e948828db,extended,200B,single,,,,"Earn, mortgage, receive","Ea​rn, mo​rtgage, re​ceive"
00173.6f5baeeaeb9b1c1ac4b9527e948828db,00173__salted__extended__cp200C__single.6f5baeeaeb9b1c1ac4b9527e948828db,extended,200C,single,,,,"Earn, mortgage, receive","Ea‌rn, mo‌rtgage, re‌ceive"
00173.6f5baeeaeb9b1c1ac4b9527e948828db,00173__salted__extended__cp200D__single.6f5baeeaeb9b1c1ac4b9527e948828db,extended,200D,single,,,,"Earn, mortgage, receive","Ea‍rn, mo‍rtgage, re‍ceive"
00173.6f5baeeaeb9b1c1ac4b9527e948828db,00173__salted__extended__cp00AD__single.6f5baeeaeb9b1c1ac4b9527e948828db,extended,00AD,single,,,,"Earn, mortgage, receive","Ea­rn, mo­rtgage, re­ceive"
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__extended__cp200B__single.e10eb62e2c7808674c43d6a5e9e08a1c,extended,200B,single,,zzzz,zz​zz,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__extended__cp200C__single.e10eb62e2c7808674c43d6a5e9e08a1c,extended,200C,single,,zzzz,zz‌zz,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__extended__cp200D__single.e10eb62e2c7808674c43d6a5e9e08a1c,extended,200D,single,,zzzz,zz‍zz,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__extended__cp00AD__single.e10eb62e2c7808674c43d6a5e9e08a1c,extended,00AD,single,,zzzz,zz­zz,,
00175.931897f329f7ed0aee7df9f5d0626359,00175__salted__extended__cp200B__single.931897f329f7ed0aee7df9f5d0626359,extended,200B,single,,,,"Sir, Madam, USD","Si​r, Ma​dam, US​D"
00175.931897f329f7ed0aee7df9f5d0626359,00175__salted__extended__cp200C__single.931897f329f7ed0aee7df9f5d0626359,extended,200C,single,,,,"Sir, Madam, USD","Si‌r, Ma‌dam, US‌D"
00175.931897f329f7ed0aee7df9f5d0626359,00175__salted__extended__cp200D__single.931897f329f7ed0aee7df9f5d0626359,extended,200D,single,,,,"Sir, Madam, USD","Si‍r, Ma‍dam, US‍D"
00175.931897f329f7ed0aee7df9f5d0626359,00175__salted__extended__cp00AD__single.931897f329f7ed0aee7df9f5d0626359,extended,00AD,single,,,,"Sir, Madam, USD","Si­r, Ma­dam, US­D"
00176.644d65f0ab0d19f706a493bd5c3dc5df,00176__salted__extended__cp200B__single.644d65f0ab0d19f706a493bd5c3dc5df,extended,200B,single,,,,"Tobacco, receive, mailings","To​bacco, re​ceive, ma​ilings"
00176.644d65f0ab0d19f706a493bd5c3dc5df,00176__salted__extended__cp200C__single.644d65f0ab0d19f706a493bd5c3dc5df,extended,200C,single,,,,"Tobacco, receive, mailings","To‌bacco, re‌ceive, ma‌ilings"
00176.644d65f0ab0d19f706a493bd5c3dc5df,00176__salted__extended__cp200D__single.644d65f0ab0d19f706a493bd5c3dc5df,extended,200D,single,,,,"Tobacco, receive, mailings","To‍bacco, re‍ceive, ma‍ilings"
00176.644d65f0ab0d19f706a493bd5c3dc5df,00176__salted__extended__cp00AD__single.644d65f0ab0d19f706a493bd5c3dc5df,extended,00AD,single,,,,"Tobacco, receive, mailings","To­bacco, re­ceive, ma­ilings"
00176.79f82496c612ea28f45f13ca5c47f8c2,00176__salted__extended__cp200B__single.79f82496c612ea28f45f13ca5c47f8c2,extended,200B,single,,Herbal,He​rbal,,
00176.79f82496c612ea28f45f13ca5c47f8c2,00176__salted__extended__cp200C__single.79f82496c612ea28f45f13ca5c47f8c2,extended,200C,single,,Herbal,He‌rbal,,
00176.79f82496c612ea28f45f13ca5c47f8c2,00176__salted__extended__cp200D__single.79f82496c612ea28f45f13ca5c47f8c2,extended,200D,single,,Herbal,He‍rbal,,
00176.79f82496c612ea28f45f13ca5c47f8c2,00176__salted__extended__cp00AD__single.79f82496c612ea28f45f13ca5c47f8c2,extended,00AD,single,,Herbal,He­rbal,,
00177.56ed33af0cb1d0f700cc2d26a866870b,00177__salted__extended__cp200B__single.56ed33af0cb1d0f700cc2d26a866870b,extended,200B,single,,SYSTEMWORKS,SY​STEMWORKS,,
00177.56ed33af0cb1d0f700cc2d26a866870b,00177__salted__extended__cp200C__single.56ed33af0cb1d0f700cc2d26a866870b,extended,200C,single,,SYSTEMWORKS,SY‌STEMWORKS,,
00177.56ed33af0cb1d0f700cc2d26a866870b,00177__salted__extended__cp200D__single.56ed33af0cb1d0f700cc2d26a866870b,extended,200D,single,,SYSTEMWORKS,SY‍STEMWORKS,,
00177.56ed33af0cb1d0f700cc2d26a866870b,00177__salted__extended__cp00AD__single.56ed33af0cb1d0f700cc2d26a866870b,extended,00AD,single,,SYSTEMWORKS,SY­STEMWORKS,,
00177.581a22999fd636e541e4e4864baf947f,00177__salted__extended__cp200B__single.581a22999fd636e541e4e4864baf947f,extended,200B,single,,,,MONTHLY,MO​NTHLY
00177.581a22999fd636e541e4e4864baf947f,00177__salted__extended__cp200C__single.581a22999fd636e541e4e4864baf947f,extended,200C,single,,,,MONTHLY,MO‌NTHLY
00177.581a22999fd636e541e4e4864baf947f,00177__salted__extended__cp200D__single.581a22999fd636e541e4e4864baf947f,extended,200D,single,,,,MONTHLY,MO‍NTHLY
00177.581a22999fd636e541e4e4864baf947f,00177__salted__extended__cp00AD__single.581a22999fd636e541e4e4864baf947f,extended,00AD,single,,,,MONTHLY,MO­NTHLY
00178.2dbe6aa90dc38758c946170ff92ec8e8,00178__salted__extended__cp200B__single.2dbe6aa90dc38758c946170ff92ec8e8,extended,200B,single,,ADV,AD​V,,
00178.2dbe6aa90dc38758c946170ff92ec8e8,00178__salted__extended__cp200C__single.2dbe6aa90dc38758c946170ff92ec8e8,extended,200C,single,,ADV,AD‌V,,
00178.2dbe6aa90dc38758c946170ff92ec8e8,00178__salted__extended__cp200D__single.2dbe6aa90dc38758c946170ff92ec8e8,extended,200D,single,,ADV,AD‍V,,
00178.2dbe6aa90dc38758c946170ff92ec8e8,00178__salted__extended__cp00AD__single.2dbe6aa90dc38758c946170ff92ec8e8,extended,00AD,single,,ADV,AD­V,,
00178.cdecf0f56ddc0bf61e922a131dc806c2,00178__salted__extended__cp200B__single.cdecf0f56ddc0bf61e922a131dc806c2,extended,200B,single,,ADV,AD​V,,
00178.cdecf0f56ddc0bf61e922a131dc806c2,00178__salted__extended__cp200C__single.cdecf0f56ddc0bf61e922a131dc806c2,extended,200C,single,,ADV,AD‌V,,
00178.cdecf0f56ddc0bf61e922a131dc806c2,00178__salted__extended__cp200D__single.cdecf0f56ddc0bf61e922a131dc806c2,extended,200D,single,,ADV,AD‍V,,
00178.cdecf0f56ddc0bf61e922a131dc806c2,00178__salted__extended__cp00AD__single.cdecf0f56ddc0bf61e922a131dc806c2,extended,00AD,single,,ADV,AD­V,,
00179.2174c80cb3eff623dfc991e51a53eb99,00179__salted__extended__cp200B__single.2174c80cb3eff623dfc991e51a53eb99,extended,200B,single,,mortgage,mo​rtgage,,
00179.2174c80cb3eff623dfc991e51a53eb99,00179__salted__extended__cp200C__single.2174c80cb3eff623dfc991e51a53eb99,extended,200C,single,,mortgage,mo‌rtgage,,
00179.2174c80cb3eff623dfc991e51a53eb99,00179__salted__extended__cp200D__single.2174c80cb3eff623dfc991e51a53eb99,extended,200D,single,,mortgage,mo‍rtgage,,
00179.2174c80cb3eff623dfc991e51a53eb99,00179__salted__extended__cp00AD__single.2174c80cb3eff623dfc991e51a53eb99,extended,00AD,single,,mortgage,mo­rtgage,,
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__extended__cp200B__single.ef2f7cf60806a96b59f4477b025580ee,extended,200B,single,,,,"pains, NIGERIA, NIGERIA","pa​ins, NI​GERIA, NI​GERIA"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__extended__cp200C__single.ef2f7cf60806a96b59f4477b025580ee,extended,200C,single,,,,"pains, NIGERIA, NIGERIA","pa‌ins, NI‌GERIA, NI‌GERIA"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__extended__cp200D__single.ef2f7cf60806a96b59f4477b025580ee,extended,200D,single,,,,"pains, NIGERIA, NIGERIA","pa‍ins, NI‍GERIA, NI‍GERIA"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__extended__cp00AD__single.ef2f7cf60806a96b59f4477b025580ee,extended,00AD,single,,,,"pains, NIGERIA, NIGERIA","pa­ins, NI­GERIA, NI­GERIA"
00180.751cb63992e172566b3a296d970c425d,00180__salted__extended__cp200B__single.751cb63992e172566b3a296d970c425d,extended,200B,single,,,,"qualified, promotion, receive","qu​alified, pr​omotion, re​ceive"
00180.751cb63992e172566b3a296d970c425d,00180__salted__extended__cp200C__single.751cb63992e172566b3a296d970c425d,extended,200C,single,,,,"qualified, promotion, receive","qu‌alified, pr‌omotion, re‌ceive"
00180.751cb63992e172566b3a296d970c425d,00180__salted__extended__cp200D__single.751cb63992e172566b3a296d970c425d,extended,200D,single,,,,"qualified, promotion, receive","qu‍alified, pr‍omotion, re‍ceive"
00180.751cb63992e172566b3a296d970c425d,00180__salted__extended__cp00AD__single.751cb63992e172566b3a296d970c425d,extended,00AD,single,,,,"qualified, promotion, receive","qu­alified, pr­omotion, re­ceive"
